Frame 84: X=156, Y=46, Radius=48
Frame 84: X=373, Y=41, Radius=58
Frame 84: X=276, Y=40, Radius=29
Frame 84: X=82, Y=37, Radius=34
Frame 85: X=305, Y=57, Radius=8
Frame 85: X=213, Y=58, Radius=8
Frame 85: X=213, Y=34, Radius=8
Frame 85: X=413, Y=46, Radius=21
Frame 85: X=156, Y=46, Radius=48
Frame 85: X=376, Y=37, Radius=29
Frame 85: X=335, Y=39, Radius=28
Frame 85: X=276, Y=40, Radius=29
Frame 85: X=82, Y=37, Radius=34
